Date,Open,High,Low,Close,High_Last_7_Days,Days_Since_High_Last_7_Days,%_Diff_From_High_Last_7_Days,Low_Last_7_Days,Days_Since_Low_Last_7_Days,%_Diff_From_Low_Last_7_Days,High_Next_5_Days,%_Diff_From_High_Next_5_Days,Low_Next_5_Days,%_Diff_From_Low_Next_5_Days
2017-07-20 00:00:00,2282.58,2932.81,2282.11,2866.02,2932.81,0,-2.277338116,1808.99,4,58.43205325,2876.71,-0.3716050627,2472.62,15.91024905
2017-07-21 00:00:00,2866.02,2873.96,2622.54,2675.08,2932.81,1,-8.787817827,1808.99,5,47.87699213,2876.71,-7.009048531,2441.54,9.565274376
2017-07-22 00:00:00,2675.08,2876.71,2658.59,2836.53,2932.81,2,-3.282858419,1808.99,6,56.80186181,2856.67,-0.7050166803,2441.54,16.17790411
2017-07-23 00:00:00,2836.53,2856.67,2675.65,2756.61,2932.81,3,-6.007890044,1913.79,6,44.03931466,2843.78,-3.065286344,2441.54,12.90456024
2017-07-24 00:00:00,2756.61,2798.89,2715.69,2763.42,2932.81,4,-5.775689526,2164.59,6,27.66482336,2843.78,-2.825816343,2441.54,13.18348256
2017-07-25 00:00:00,2763.42,2779.08,2472.62,2582.58,2932.81,5,-11.94178961,2243.13,6,15.13287237,2843.78,-9.184958049,2441.54,5.77668193
2017-07-26 00:00:00,2582.58,2631.73,2441.54,2559.21,2932.81,6,-12.73863632,2282.11,6,12.14227184,2916.3,-12.24462504,2547.74,0.4502029249
2017-07-27 00:00:00,2559.21,2712.92,2547.74,2691.88,2876.71,5,-6.425048058,2441.54,1,10.25336468,2946.02,-8.626553791,2621.68,2.677672332
2017-07-28 00:00:00,2691.88,2843.78,2683.59,2806.75,2876.71,6,-2.431944826,2441.54,2,14.95818213,2946.02,-4.727394926,2621.68,7.059213939
2017-07-29 00:00:00,2806.75,2812.13,2699.42,2733.5,2856.67,6,-4.31166358,2441.54,3,11.95802649,2946.02,-7.213800314,2621.68,4.265203991
2017-07-30 00:00:00,2733.5,2773.06,2621.68,2766.49,2843.78,2,-2.717861438,2441.54,4,13.30922287,2946.02,-6.093984426,2659.62,4.018243208
2017-07-31 00:00:00,2766.49,2916.3,2723.05,2883.27,2916.3,0,-1.132599527,2441.54,5,18.09226963,3344.01,-13.77806885,2659.62,8.409096036
2017-08-01 00:00:00,2883.27,2946.02,2659.62,2746.99,2946.02,0,-6.755894393,2441.54,6,12.51054662,3344.01,-17.85341551,2668.87,2.927081499
2017-08-02 00:00:00,2746.99,2773.8,2668.87,2720.53,2946.02,1,-7.654055302,2547.74,6,6.782089224,3425.13,-20.57148196,2717.62,0.1070789882
2017-08-03 00:00:00,2720.53,2822.88,2717.62,2809.99,2946.02,2,-4.617416039,2621.68,4,7.182798816,3494.87,-19.5967232,2779.51,1.096596163
2017-08-04 00:00:00,2809.99,2892.67,2779.51,2878.49,2946.02,3,-2.292245131,2621.68,5,9.795627231,3494.87,-17.63670752,2875.91,0.08971073504
2017-08-05 00:00:00,2878.49,3344.01,2875.91,3262.8,3344.01,0,-2.428521446,2621.68,6,24.45454823,3494.87,-6.640304217,3166.52,3.040561879
2017-08-06 00:00:00,3262.8,3295.07,3166.52,3232.03,3344.01,1,-3.348674197,2659.62,5,21.52224754,3706.48,-12.8005547,3198.51,1.047987969
2017-08-07 00:00:00,3232.03,3425.13,3198.51,3401.91,3425.13,0,-0.6779304727,2659.62,6,27.90962619,3967.26,-14.25038944,3251.03,4.640990701
2017-08-08 00:00:00,3401.91,3494.87,3357.15,3429.38,3494.87,0,-1.873889444,2668.87,6,28.49558053,4189.42,-18.14189076,3251.03,5.485953682
2017-08-09 00:00:00,3429.38,3437.15,3251.03,3348.79,3494.87,1,-4.179840738,2717.62,6,23.22510138,4336.71,-22.78040266,3322.92,0.7785321344
2017-08-10 00:00:00,3348.79,3453.84,3322.92,3425.67,3494.87,2,-1.980045037,2779.51,6,23.24726301,4436.48,-22.78405402,3409.79,0.4657178301
2017-08-11 00:00:00,3425.67,3706.48,3409.79,3654.37,3706.48,0,-1.405916125,2875.91,6,27.06830186,4436.48,-17.62906629,3611.36,1.190964069
2017-08-12 00:00:00,3654.37,3967.26,3611.36,3871.62,3967.26,0,-2.41073184,3166.52,6,22.26734712,4487.5,-13.7243454,3837.13,0.8988488792
2017-08-13 00:00:00,3871.62,4189.42,3847.31,4062.6,4189.42,0,-3.027149343,3198.51,6,27.01539154,4487.5,-9.468523677,3837.13,5.876006286
2017-08-14 00:00:00,4062.6,4336.71,3978.95,4327.94,4336.71,0,-0.2022270339,3251.03,5,33.12519417,4487.5,-3.555654596,3837.13,12.79107041
2017-08-15 00:00:00,4327.94,4436.48,3837.13,4161.66,4436.48,0,-6.194550635,3251.03,6,28.01050744,4487.5,-7.261058496,3938.62,5.662897157
2017-08-16 00:00:00,4161.66,4398.06,3938.62,4387.4,4436.48,1,-1.106282458,3322.92,6,32.0344757,4487.5,-2.230640669,3957.46,10.86403906
2017-08-17 00:00:00,4387.4,4487.5,4194.1,4278.92,4487.5,0,-4.648022284,3409.79,6,25.489253,4362.73,-1.92104485,3612.21,18.45712182
2017-08-18 00:00:00,4278.92,4362.73,3978.28,4105.37,4487.5,1,-8.515431755,3611.36,6,13.6793341,4255.62,-3.530625385,3612.21,13.65258388
2017-08-19 00:00:00,4105.37,4189.68,3957.46,4150.45,4487.5,2,-7.51086351,3837.13,4,8.165477844,4364.11,-4.895843597,3612.21,14.90057333
2017-08-20 00:00:00,4150.45,4182.29,4034.4,4066.6,4487.5,3,-9.379387187,3837.13,5,5.980250865,4461.71,-8.855573312,3612.21,12.57927972
2017-08-21 00:00:00,4066.6,4097.25,3966.93,4005.1,4487.5,4,-10.74986072,3837.13,6,4.377490468,4461.71,-10.23396859,3612.21,10.8767209
2017-08-22 00:00:00,4005.1,4142.68,3612.21,4089.7,4487.5,5,-8.864623955,3612.21,0,13.21877742,4461.71,-8.337834597,4070.49,0.4719333545
2017-08-23 00:00:00,4089.7,4255.62,4070.49,4141.09,4487.5,6,-7.719442897,3612.21,1,14.64145219,4461.71,-7.186034054,4111.71,0.7145445569
